骨肉相残;gǔ ròu xiāng cán ;se tuer entre os et chair;se tuer entre parents;des guerres fratricides.;;;;;;;;;
骨肉相连;gǔ ròu xiàng lián ;liés comme le sont l'os et la chair;unis par la chair et le sang;très étroitement liés.;;;;;;;;;
骨肉至亲;gǔ ròu zhì qīn;proches comme os et chairs;les plus proches parents;c’est ma chair et mon sang;liens du sang.;;;;;;;;
骨瘦如柴;gǔ shòu rú chái;des os fins comme des allumettes;être un véritable squeletten'avoir que la peau sur les os;n’avoir que la carcasse;;n’avoir que la peau sur les os.;;;;;;;
恨入骨髓;hèn rù gǔ suǐ;haïr jusqu'à la moelle des os;haïr à mort (mortellement) haïr du plus profond de son cœur;vouer une haine implacable (Aussi  恨之入骨 hèn zhī rù gǔ).;;;;;;;;;
积毁销骨;jī huǐ xiāo gǔ;des calomnies réitérées consument les os;la rumeur tue plus que l’épée (que le glaive).;;;;;;;;;;
刻骨仇恨;kè gǔ chóu hèn;haïr jusqu'à la moellenourrir une haine mortelle contre quelqu'un;haine implacable. ;;;;;;;;;;
刻骨铭心;kè gǔ míng xīn;gravé dans les os et le cœur;graver dans la mémoire (dans l’esprit);garder un souvenir impérissable (Aussi  刻骨镂心 kè gǔ lòu xīn).;;;;;;;;;
刻骨相思;kè gǔ xiàng sī;sentiment de manque gravé dans les osse manquer et penser l’un à l’autre (ami-e ou être aimé);une mémoire tenace (fidèle);un souvenir  très vif;un désir ardent. ;;;;;;;;
迷恋骸骨;mí liàn hái gǔ;fasciné par des os de cadavre;attachement aux choses désuètes;passion des vieilleries. ;;;;;;;;;
敲骨入髓;qiāo gǔ rù suǐ;sucer quelqu'un jusqu'à la moelle des os (sucer toute la moelle à quelqu'un);saigner quelqu'un à blanc;sucer le sang de quelqu'un;pressurer quelqu'un jusqu'à la dernière goutte (Aussi  敲骨不髓 qiāo gǔ bù suǐ敲骨取髓 qiāo gǔ qǔ suǐ敲骨吸髓 qiāo gǔ xī suǐ).;;;;;;;;
情同骨肉;qíng tóng gǔ ròu;être intimement liés comme l’os et la chairêtre liés comme de proches parents;avoir des sentiments profonds l’un envers l’autre (Aussi  情深骨肉 qíng shēn gǔ ròu情逾骨肉 qíng yú gǔ ròu).;;;;;;;;;;
瘦骨嶙峋;shòu gǔ lín xún;maigre et de forme tourmentée;maigre comme un squeletten’avoir que la carcasse;;un sac d’os (Aussi  瘦骨嶙嶙 shòu gǔ lín lín瘦骨伶仃 shòu gǔ líng dīng形销骨立 xíng xiāo gǔ lì).;;;;;;;;
铁骨铮铮;tiě gǔ zhēngzhēng;rigide comme un os en fer;énergique et inflexible;d'une volonté de fer;d’un caractère indomptable.;;;;;;;;
铜筋铁骨;tóng jīn tiě gǔ;tendons de bronze et os de fer;robuste constitution;santé de fer;bien portant et vigoureux. ;;;;;;;;
脱胎换骨;tuō tāi huàn gǔ ;changer le fœtus et remplacer ses os;faire peau neuve;se réformer radicalement;se transformer dans ce qu'on a de plus profondopérer une métamorphose radicale;;dépouiller le vieil homme.;;;;;;
仙风道骨;xiān fēng dào gǔ;des os de taoïste ou d’immortel;un comportement vertueux comme celui d’un immortel;être distingué et élégant (Aussi  仙风道貌 xiān fēng dào mào).;;;;;;;;;
怨入骨髓;yuàn rù gǔ suǐ;haine pénétrant jusqu'à la moelle des os;haine profonde (féroce, mortelle). ;;;;;;;;;;
泽及枯骨;zé jí kū gǔ;ses bienfaits vont jusqu'aux ossements desséchés (aux morts);répandre sa charité sur tous.;;;;;;;;;;
冢中枯骨;zhǒng zhōng kū gǔ;ossements desséchés dans une tombe;c'est vrai spectre;personne dénuée de pouvoir. ;;;;;;;;;
略知皮毛;lüè zhī pí máo  en connaître juste la peau et le poil;en connaître un peu;n'avoir que quelques connaissances superficiellesn’avoir qu’un vernis de connaissances.;;;;;;;;;;
铭肌镂骨;míng jī lòu gǔ;inscrire sur la chair et l’os;se souvenir à jamais de quelque chose (Aussi  粘皮带骨 zhān pí dài gǔ粘皮着骨 zhān pí zhe gǔ).;;;;;;;;;;
末学肤受;mò xué fū shòu;un apprentissage profond  ne peut se faire à la surface de la peau (superficiellement);être peu instruit;avoir des connaissances superficielles;avoir un vernis de connaissances. ;;;;;;;;
皮包骨头;pí bāo gǔtou;avoir la peau collée sur les os;n’avoir que la carcasse;être un sac d’os (Fam.); N'avoir que la peau sur les os.;;;;;;;;
皮开肉绽;pí kāi ròu zhàn;la peau déchirée et la chair à vif;tout le corps n'est qu'une plaie (vive);être couvert de plaies;être écorché vif (Aussi  皮开肉烂 pí kāi ròu làn皮开肉绽 pí kāi ròu zhàn皮开肉破 pí kāi ròu pò).;;;;;;;;
皮肉生涯;pí ròu shēng yá;vivre de sa peau et de sa chair;marchande de plaisirs;faire commerce de ses charmes;prostituée. ;;;;;;;;
皮相之谈;pí xiàng zhī tán;paroles aussi superficielles qu’une peau;opinion superficielle;jugement hâtif.;;;;;;;;;
切肤之痛;qiē fū zhī tòng;douleur cuisante comme une coupure de peau;douleur cuisante;une douleur cruelle.;;;;;;;;;
舐皮论骨;shì pí lùn gǔ;lécher la peau et juger l’os;juger sur les apparences.;;;;;;;;;;
死皮赖脸;sǐ pí lài liǎn;peau morte et visage éhonté;poursuivre (harceler) quelqu'un de ses tracasseries;éhonté;sans vergogne;importuner quelqu'un de ses tracasseries;solliciteur tenace et sans pudeur (Aussi  涎皮赖脸 xián pí lài liǎn).;;;;;;
嬉皮笑脸;xī pí xiào liǎn;peau et visage riant;être drôle, malicieux. ;;;;;;;;;;
细皮嫩肉;xì pí nèn ròu;peau délicate et chair fine;la délicatesse, la douceur de la peau. ;;;;;;;;;;
侧足而立;cè zú ér lì;peur de se tenir debout;ne pas oser se tenir tout droit;se tenir courbé.;;;;;;;;;
侧足期间;cè zú qí jiān;mettre les pieds dans …;intervenir dans;se mêler de  (Aussi 侧足期间 cè zú qí jiān).;;;;;;;;;
长足前进;cháng zú qián jìn;avancer à grands pas;réaliser (enregistrer) des progrès rapides (sensibles). ;;;;;;;;;;
赤绳系足;chì shéng jì zú;les pieds liés par la corde rouge;mariage arranger par la famille.;;;;;;;;;;
重足侧目;chóng zú cè mù;s’arrêter de marcher et regarder du coin de l’œil;rester cloué et ne pas oser regarder en face;glacé de terreur.;;;;;;;;;
重足而立;chóng zú’ ér lì;se tenir debout, les deux pieds joints, et ne pas oser avancer d'un pasrester cloué sur place;trembler de peur;frémir de crainte;être glacé de terreur.;;;;;;;;
抵足而眠;dǐ zú ér mián;être couché tête-bêche;être très amis;avoir de très bonnes relations. ;;;;;;;;;
顿足捶胸;dùn zú chuí xiōng;frapper du pied et se marteler la poitrine;trépigner de rage et se frapper la poitrine;;s'arracher les cheveux;pleurer de douleur et de repentir;éprouver beaucoup de remords (Aussi   捶胸顿足 chuí xiōng dùn zú).;;;;;;
高才捷足;gāo cái jié zú;avoir un grand talent et marcher vite;être très compétent et efficace.;;;;;;;;;;
裹足不前;guǒ zú bú qián;empêché d’avancer avec ses pieds ligotés;hésiter (tergiverser) devant les difficultés;rester dans l’immobilisme ;piétiner sur place;marquer le pas. ;;;;;;;
脚不点地;jiǎo bu diǎn di;d’un pied qui touche à peine la terre;marcher si vite que les pieds effleurent à peine le sol.;;;;;;;;;;
脚踏实地;jiǎo tà shí dì;avoir les pieds sur terre;avoir les (deux) pieds sur terre ;se tenir sur un terrain solide;s'en tenir aux réalités;travailler avec sérieux et réalisme;une personne terre à terre. ;;;;;;
捷足先登;jié zú xiān dēng;un pied léger devance toujours les autres;qui a le pied agile arrive le premier au sommet;;heure du matin, heure du gain (Prov.);personne qui précède les autres dans la voie du succès.;;;;;;;
举足轻重;jǔ zú qīng zhòng;bouger un pied, affecte le poids des deux côtés;faire pencher la balance;jouer un rôle décisif;avoir une grande importance;être de conséquence;avoir haute main dans une affaire;avoir du poids.;;;;;
空谷足音;kōng gǔ zú yīn;bruit de pas dans une vallée déserte;joie éprouvée par une visite (nouvelle) inattendue.;;;;;;;;;;
立足之地;lì zú zhī dì ;un endroit où l'on puisse mettre les pieds;position de départ pour le développement ultérieur;une tête de pontun point d’appui.;;;;;;;;;
泥足巨人;ní zú jù rén;colosse aux pieds d’argile;apparemment solide mais en réalité fragile. ;;;;;;;;;;
泥足深陷;ní zú shēn xiàn;les pieds s’enfoncent dans la boue;;se mettre dans le pétrin.;;;;;;;;;
起根发脚;qǐ gēn fā jiǎo;depuis la racine de cheveux et les pieds;dès (à) l’origine;depuis le commencement;dès le début.;;;;;;;;
企足而待;qǐ zú ér dài;attendre sur la pointe des pieds;attendre avec anxiété;désirer ardemment. ;;;;;;;;;
翘足企首;qiáo zú qǐ shǒu; se tenir sur la pointe des pieds et tendre le cou. ;;;;;;;;;;;
三足鼎立;sān zú dǐng lì;trois pieds debout;trois puissances (ou trois forces, trois parties) rivalisant entre elles;confrontation tripartite;équilibre tripartite.;;;;;;;;
失足落水;shī zú luò shuǐ;faire un faux pas et tomber dans l’eau;glisser et tomber dans l’eau.;;;;;;;;;;
四脚朝天;sì jiǎo cháo tiān;chuter en arrière avec les mains et les pieds en l'air;tomber à la renverse (sur le dos); les quatre fers en l’air.;;;;;;;;;
削足适履;xuē zú shì lǚ;se rogner le pied pour l'adapter à la chaussure;agir au rebours du bon sens (Aussi  削趾适履 xuē zhǐ shì lǚ). ;;;;;;;;;;
足不出户;zú bù chū hù;ne jamais mettre les pieds hors de sa maison;s'enfermer dans son cocon;ne pas sortir de son nid;vivre comme une taupe;;vivre dans une tour d’ivoire.;;;;;;
站稳脚跟;zhàn wěn jiǎo gēn;être bien planté sur ses talonss'implanter solidement;avoir une assise solide;une position solide.;;;;;;;;;
吹毛求疵;chuī máo qiú cī;souffler sur les poils pour débusquer les défauts;;couper les cheveux en quatre;;chercher la petite bête;être pointilleux;chicaner pour des vétilles.;;;;;
毛骨悚然;máo gǔ sǒng rán;poils et os hérissés;s'effrayer à en avoir la chair de poule;être glacé d'effroi;;faire dresser les cheveux sur la tête;;faire froid dans le dos. ;;;;;
明察秋毫;míng chá qiū háo;observer minutieusement le poil;être perspicace;discerner les choses infimes;avoir une grande pénétration d’esprit.;;;;;;;;
茹毛饮血;rú máo yǐn xuè;manger les poils et boire le sang;se nourrir de viande crue comme les hommes primitifs;vie primitive. ;;;;;;;;;
悲愤填膺;bēi fèn tián yīng;une rage mêlée de chagrin emplit la poitrine;bouillir d’une colère justifiée;un sentiment d'indignation et d'affliction bouillonne dans le cœur;sous sa poitrine bat un cœur indigné et affligé.;;;;;;;;
耿耿于怀;gěnggěng yú huái;garder de la rancune plein la poitrine;nourrir une vieille rancune;;garder (conserver) une dent contre quelqu'un;;garder à quelqu'un un chien de sa chienne.;;;;;;
豪情满怀;háo qíng mǎn huái;la poitrine plein d’un sentiment sublime (héroïque);être animé d'un sentiment exaltant.;;;;;;;;;;
宽大为怀;kuān dà wéi huái;la poitrine large et grande;traiter quelqu'un avec clémence (avec indulgence);se montrer magnanime;ne pas vouloir la mort du pécheur.;;;;;;;;
满腔怒火;mǎn qiāng nù huǒ;les flammes de la colère s'allument dans sa poitrine;bouillir de colère;avoir la rage au cœur;;(mon, ton) son sang n’a fait qu’un tour.;;;;;;;
满腔热忱;mǎn qiāng rè chén;avoir la poitrine pleine d'enthousiasme;être rempli de zèle;avec ardeur et zèle;avec un enthousiasme débordant;avec une ardeur débordant;plein d’ardeur (Aussi  满腔热情 mǎn qiāng rè qíng).;;;;;;
穷鸟入怀;qióng niǎo rù huái;l'oiseau épuisé se jette sur la poitrine (sur le sein);s'en remettre à autrui sous la pression de la pauvreté.;;;;;;;;;;
坦胸露背;tǎn xiōng lù bèi;se découvrir la poitrine et le dos;être débraillé;laisser les épaules et la gorge à nu;robe décolletée devant et dans le dos.;;;;;;;;
挺胸凸肚;tǐng xiōng tú dù;au torse bombé et au ventre gonflé;être robuste;se cambrer;se pavaner;se gonfler d’orgueil.;;;;;;;
胸怀大志;xiōng huái dà zhì;la poitrine (le cœur) nourri(e) de nobles ambitions;avoir un grand idéal;viser haut et loin (Aussi  胸有大志 xiōng yǒu dà zhì).;;;;;;;;;
胸怀磊落;xiōng huái lěi luò;à la poitrine franche et sincère;à l’esprit large;;à cœur ouvert;franc et loyal.;;;;;;;
胸无城府;xiōng wú chéng fǔ;sans rien dissimuler dans la poitrine;un cœur qui ne dissimule rien;ne point avoir de sentiments insondables ;être tout en dehors;être transparent comme le cristal.;;;;;;;
胸无大志;xiōng wú dà zhì;ne pas nourrir de nobles ambitions dans la poitrine (le cœur);individu médiocre et sans grand idéal. ;;;;;;;;;;
胸无点墨;xiōng wú diǎn mò;pas une goutte d’encre dans la poitrine;ne savoir ni A ni B.;;;;;;;;;;
胸有甲兵;xiōng yǒu jiǎ bīng;avoir une armée dans la poitrine;être versé dans l’art militaire.;;;;;;;;;;
胸无宿物;xiōng wú sù wù;ne conserver aucun vestige dans la poitrine (le cœur);être ouvert (franc).;;;;;;;;;;
胸有成竹;xiōng yǒu chéng zhú;avoir le croquis du bambou dans la poitrine (la tête) (avant de le peindre);agir en toute connaissance de cause;savoir à quoi s’en tenir;avoir des idées bien arrêtées.;;;;;;;;
胸中块垒;xiōng zhōng kuài lěi;avoir du ressentiment dans la poitrine (sur le cœur);éprouver de la rancune;;demeurer (rester) sur l’estomac. ;;;;;;;;
胸有朝阳;xiōng yǒu zhao yáng;du soleil matinal plein la poitrine ;avoir le soleil au cœur.;;;;;;;;;;
义愤填膺;yì fèn tián yīng;une juste indignation étouffe sa poitrine;frémir d’indignation (Aussi  义愤填胸 yì fèn tián xiōng).;;;;;;;;;;
撑腰打气;chēng yāo dǎ qì;soutenir les reins et encourager;insuffler du courage à quelqu'un;regonfler le moral de quelqu'un;;donner du cœur au ventre.;;;;;;;
弯腰驼背;wān yāo tuó bèi;reins courbé et dos voûté;bossu;courber l'échine et voûter le dos.;;;;;;;;;
五斗折腰;wǔ dǒu zhé yāo;courber les reins pour un faible salaire;se sentir humilié;subir une humiliation. ;;;;;;;;;
腰缠万贯;yāo chán wàn guàn;aux reins enroulés dix mille trousseaux de sapèques;riche à millions.;;;;;;;;;;
兵不血刃;bīng bù xuè rèn;pas de sang sur l’arme;remporter la victoire sans avoir livré beaucoup de batailles;gagner la bataille sans coup férir;vaincre sans verser le sang (sans engager le fer). ;;;;;;;;
冰破血魂;bīng pò xiě hún;sang et âme aussi transparents que la glace;une âme de cristal ;avoir une vertu intacte; être d’une grande chasteté.;;;;;;;;
流血流汗;liú xuè liú hàn;saigner et suer;ne pas épargner ses forces;subir toutes les peines.;;;;;;;;;
热血沸腾;rè xuè fèi téng;son sang bouillonne dans ses veines;être animé d'un noble idéal.;;;;;;;;;;
鲜血淋漓;xiān xiě lín lí;être ensanglanté;ruisselant de sang.;;;;;;;;;;
腥风血雨;xīng fēng xuè yǔ;vent fétide et pluie de sang;atmosphère de massacre;règne de la terreur.;;;;;;;;;
血口喷人;xuè kǒu pēn rén;cracher du sang sur quelqu'un ou salir quelqu'un;vomir des injures sur quelqu'un;baver sur la réputation de quelqu'un;calomnier perfidementvilipender;faire des accusations calomnieuses (Aussi  含血喷人 hán xuè pēn rén).;;;;;;;
血盆大口;xuè pén dà kǒu;bouche béante et rouge comme une cuvette de sang;ouvrir la bouche comme un four. ;;;;;;;;;;
血泪盈襟;xuè lèi yíng jīn;vêtement mouillé de larmes de sangnavré à en mourir;mourir de chagrin;ne pas avoir assez de ses yeux pour pleurer. ;;;;;;;;;
血流漂杵;xuè liú piāo chǔ;les rondins flottent sur des fleuves de sang;les hommes tués pendant la guerre sont très nombreux.;;;;;;;;;;
血肉模糊;xiě ròu mó hú;sang et chair indistincts;;être en compote. ;;;;;;;;;
血肉相连;xiě ròu xiāng lián;avoir des liens de chair et de sang;ne faire qu’un;s’unir dans la même cordée;;manger à la même écuelle. ;;;;;;;
血光之灾;xuè guāng zhī zāi;malheur de finir dans une mare de sang;malheur d'être assassiné;un péril de mort, une calamité fatale. ;;;;;;;;;
血海深仇;xuè hǎi shēn chóu;une haine aussi immense et profonde qu’une mer de sang;une haine accumulée depuis des générations (Aussi  血海冤仇 xuè hǎi yuān chóu).;;;;;;;;;;
血流成河;xuè liú chéng hé;le sang coule à flots;des ruisseaux de sang (Aussi  血流成渠 xuè liú chéng qú).;;;;;;;;;;
血流如注;xuè liú rú zhù;verser des ruisseaux de sang;perdre beaucoup de sang;effusion de sang;;saigner comme un bœuf (Fam.) (Aussi  血流如汪 xuè liú rú wāng).;;;;;;;
血气方刚;xuè qì fāng gāng;le sang bout dans ses veines;force d’un sang jeune;jeune homme fougueux (impétueux, ardent);la fougue de la jeunesse;être dans la force de l’âge;rester vigoureux (Aussi  血气方壮 xuè qì fāng zhuàng). ;;;;;;
血气之勇;xuè qì zhī yǒng;la bravoure et la force d'un sang jeune;bravoure téméraire;témérité.  ;;;;;;;;;
血染沙场;xuè rǎn shā chǎng;verser son sang au champ de bataille;tomber au champ d’honneur;mourir au front.;;;;;;;;;
血肉横飞;xuè ròu héng fēi;des lambeaux de chair ensanglantés s'envolent dans tous les sens;les chairs sanglantes sont éparpillées;un affreux carnage.;;;;;;;;;
血肉横联;xuè ròu héng lián;des morceaux de chair sanglante s’entremêlent;unis comme chair et sang;tout est couvert de sang et de chair;un affreux carnage;avoir des liens de chair et de sang; appartenir à quelque chose comme sa chair et son sang;;liés (unis) comme les doigts de la main.;;;;
血肉之躯;xiě ròu zhī qū;un corps de chair et de sang;enveloppe charnelle;homme ordinaire (soumis à ses instincts);n'être pas un pur esprit. ;;;;;;;;
血战到底;xuè zhàn dào dǐ;mener le combat sanglant jusqu’au bout;se battre jusqu’à la dernière goutte de sang. ;;;;;;;;;;
一针见血;yī zhēn jiàn xuè;un coup d’aiguille et on voit le sang;piquer (toucher) au vif;toucher au point sensible;mettre le doigt sur quelque chose;aller droit au cœur du problème;de façon pénétrante;une (réfutation) cinglante.;;;;;
有血有肉;yǒu xuè yǒu ròu;avoir sang et chair;être de chair et de sang;;en chair et en os;vivant;description vivante; palpitant de vie;faire image.;;;;
浴血奋战;yù xuè fèn zhàn;faire la guerre et baigner dans le sang;livrer (engager) un combat meurtrier (sanglant).;;;;;;;;;;
愁眉锁眼;chóu méi suǒ yǎn;froncer les sourcils et les yeux;figure (mine, tête) d’enterrement;un masque de tristesse;faire triste (grise) mine;;faire une tête de six pieds de long. ;;;;;;
愁眉苦脸;chóu méi kǔ liǎn;sourcils tristes et visage amer;avoir une mine triste et soucieuse;faire triste figure;mine (figure, tête) d’enterrement;;être triste comme un bonnet de nuit.;;;;;;
愁眉不展;chóu méi bú zhǎn;sourcils froncés qui ne se dérident pas;difficile à dérider;figure d’enterrement.;;;;;;;;;
粗眉大眼;cū méi dà yǎn;sourcils épais et grands yeux;physionomie rude et franche.;;;;;;;;;;
摧眉折腰;cuī méi zhé yāo;baisser les yeux et incliner l’échine;avoir l’échine souple;obséquieux et servile;;être souple comme un gant.;;;;;;;
低眉顺眼;dī méi shùn yǎn;avoir les sourcils et yeux baissés;être docile. ;;;;;;;;;;
横眉怒目;héng méi nù mù;froncer les sourcils et ouvrir grands les yeux;lancer des regards furibonds;faire les gros yeux;;avoir les yeux qui sortent de la tête (Aussi  横眉竖眼 héng méi shù yǎn).;;;;;;;
挤眉弄眼;jǐ méi nòng yǎn;hausser le sourcil et cligner de l’œil;faire un clin d’œil;; faire de l’œil à quelqu'un;faire une œillade;échanger des regards d’intelligence (complices).;;;;;;
举案齐眉;jǔ ‘àn qí méi;présenter le plateau à son mari en l’élevant à la hauteur de ses propres sourcils;respecter son époux ;des époux qui vivent en bonne entente. ;;;;;;;;;
看人眉睫;kàn rén méi jié;regarder les sourcils et cils de quelqu'un;être attentif et chercher à plaire;obéir au moindre signe;;obéir au doigt et à l’œil. ;;;;;;;
柳眉倒竖;liǔ méi dào shù;l'arc des sourcils se dresse à l'envers;(une femme) qui a l'air fâché.;;;;;;;;;;
眉来眼去;méi lái yǎn qù;les sourcils et les yeux vont et viennent;décocher des œillades réciproques;échanger des œillades;;se faire de l’œil.;;;;;;;
眉头不展;méi tóu bù zhǎn;ne pas dérider son front;sourcils froncés;air tristeavoir une mine sombre. ;;;;;;;;;
尨眉皓发;máng méi hào fā;le sourcil terne et les cheveux gris;être âgé.;;;;;;;;;;
眉飞色舞;méi fēi sè wǔ;avoir les sourcils qui dansent et le teint qui s'anime ;son visage s'épanouit en un large sourire;transporté (rayonnant) de joie;visage rayonnant de joie;air épanoui (radieux). ;;;;;;;
眉高眼低;méi gāo yǎn dī;sourcil haut, œil bas;expression du visage;pénétrer les intentions de quelqu'un en observant sa physionomie;les bons usages, le savoir-vivre.;;;;;;;;
眉睫之祸;méi jié zhī huò;un malheur proche du sourcil;un danger immédiat;une catastrophe imminente;un malheur imminent.;;;;;;;;
眉开眼笑;méi kāi yǎn xiào;sourcils détendus et yeux rieurs;ses yeux s’illuminent de joie;des yeux qui pétillent de joie;visage illuminé (Aussi  眉花眼笑 méi huā yǎn xiào).;;;;;;;;
眉目传情;méi mù chuán qíng;transmettre ses sentiments par les sourcils et les yeux;échanger des regards amoureux.;;;;;;;;;;
眉目清秀;méi mù qīng xiù;avoir les sourcils fins et les yeux jolis;aux traits fins (délicats);visage fin et délicat (Aussi  眉清目秀 méi qīng mù xiù). ;;;;;;;;;
描眉画眼;miáo méi huà yǎn;se dessiner les sourcils et les yeux;se maquiller, se farder.;;;;;;;;;;
浓眉大眼;nóng méi dà yǎn;grands yeux surmontés de sourcils épais;traits accusés.;;;;;;;;;;
庞眉白发;páng méi bái fà;sourcils poivre et sel, cheveux blancs;vieillard. ;;;;;;;;;;
迫在眉睫; pò zài méi jié  être proche du sourcil et du cil;être imminent;de toute urgence.;malheur imminent;de toute urgence;;il y a péril en la demeure. ;;;;;;
菩萨低眉;púsà dī méi;Bodhisattva baisse les sourcils;arborer une expression gentille sur le visage.;;;;;;;;;;
燃眉之急;rán méi zhī jí;être aussi urgent que si le feu brûlait les sourcils;un besoin pressant;;Il y a le feu;;Il y a péril en la demeure.;;;;;;
喜眉笑眼;xǐ méi xiào yǎn;La joie brille dans ses sourcils et yeux;yeux s'illuminant de joie;visage souriant (épanoui);être tout souriant.;;;;;;;;
喜上眉梢;xǐ shàng méi shāo;une joie qui se lit entre ses sourcils;une joie qui déride le front. ;;;;;;;;;;
扬眉吐气;yáng méi tǔ qì;lever les sourcils et aspirer;dresser (relever) fièrement la tête;rayonner de joie et de fierté.;;;;;;;;;
直眉瞪眼;zhí méi dèng yǎn;les sourcils droits et les yeux écarquillés;fixer quelque chose avec des yeux effarés;regarder quelqu'un d'un air hébété;être stupéfait.;;;;;;;;
昂首阔步;áng shǒu kuò bù;marcher la tête haute et à grands pas;d’une allure altière (martiale) (Aussi  昂头阔步 áng tóu kuò bù).;;;;;;;;;;
昂首挺胸;áng shǒu tǐng xiōng;tenir la tête haute et bomber la poitrine;grande combativité et grande énergie (Aussi  昂首屹立 áng shǒu yì lì昂然挺立 áng rán tǐng lì昂首挺立 áng shǒu tǐng lì).;;;;;;;;;;
昂首望天;áng shǒu wàng tiān;tenir la tête haute et regarder le ciel (Aussi  昂头天外 áng tóu tiān wài).;;;;;;;;;;;
白头偕老;bái tóu xié lǎo;deux personnes âgées à la tête blanche;vivre ensemble jusqu'à la vieillesse.;;;;;;;;;;
摆尾摇头;bǎi wěi yáo tóu;remuer la tête et agiter la queue;se balancer d’un air satisfait;avoir l’air triomphant;se trémousser de satisfaction (Aussi  摇头摆尾 yáo tóu bǎi wěi).;;;;;;;;
败子回头;bài zǐ huí tóu;le fils prodigue tourne la tête;retour de l'enfant prodigue;fils prodigue qui se repent;jeune libertin qui se repent et fait peau neuve (Aussi  浪子回头 làng zǐ huí tóu).;;;;;;;;
抱头大哭;bào tóu dà kū;pleurer en se tenant la tête entre les mains;pleurer dans les bras l'un de l’autre (Aussi  抱头痛哭 bào tóu tòng kū). ;;;;;;;;;;
不堪回首;bú kān huí shǒu;il est pénible de retourner la tête;il est pénible de regarder en arrière;le passé est trop douloureux pour qu'on le remue;il est bien triste de remuer le passé;ne pas pouvoir évoquer le passé.;;;;;;;
藏头露尾;cáng tóu lù wěi;se cacher la tête tout en laissant la queue à découvert;parler de façon évasive (ambiguë, équivoque).;;;;;;;;;;
彻头彻尾;chè tóu chè wěi;de la tête aux pieds;;de pied en cap;;de A jusqu’à Z;;de fond en comble;;d'un bout à l'autre;à cent pour cent;complètement et totalement;pur et simple  achevé.
出头之日;chū tóu zhī rì;le jour où l’on arrive à sortir la tête;le début du succès. ;;;;;;;;;;
初露头角;chū lù tóu jiǎo;montrer la tête pour la première fois;montrer (manifester) ses talents pour la première fois.;;;;;;;;;;
出人头地;chū rén tóu dì;dépasser les autres d'une tête;surpasser les gens du peuple;se distinguer de la foule ;être à cent pieds au-dessus des autres  ;sortir du commun;;;;;;;
出头露面;chū tóu lù miàn;sortir la tête et montrer le visage;se présenter (paraître) devant les masses (le public);se donner en spectacle;se mettre en évidence;se faire remarquer;se mettre en avant (Aussi  抛头露面 pāo tóu lù miàn).;;;;;;
垂头丧气;chuí tóu sàng qì;la tête baissée et l'air dégonflé;avoir la tête (l'oreille) basse;baisser la tête et perdre courage;avoir un air de chien battu;être démoralisé (abattu) à l’extrême.;;;;;;;
冲昏头脑;chōng hūn tóu nǎo;(le succès) lui tourne la tête;se laisser griser (par ses succès);s’emballer;;avoir la tête enflée (Fam.).;;;;;;;
从头至尾;cóng tóu zhì wěi;de la tête à la queue; de la tête aux pieds;;de A à Z;;de pied en cap (Aussi  从头到脚 cóng tóu dào jiǎo).;;;;;;
大祸临头;dà huò lín tóu;face à un malheur imminent;à l'approche d'un grand malheur;Il y a péril en la demeure;la malheur est à la porte (Aussi  大难临头dà nàn lín tóu).;;;;;;;;
当头棒喝;dāng tóu bàng hè;donner à quelqu'un un coup de bâton en pleine tête en criant fort;assener à quelqu'un un coup de massue qui le rend lucide;réveiller quelqu'un en lui criant aux oreilles;donner un sévère avertissement à quelqu'un;faire des remontrances à quelqu’un.;;;;;;;
当头一棒;dāng tóu yī bàng;donner un coup de bâton en pleine têteporter un coup de massue à quelqu'un;une douche froide;un coup d’assommoir.;;;;;;;;;
低头认罪;dī tóu rèn zuì;baisser la tête et s’avouer coupable;avouer sa culpabilité;reconnaître ses crimes;avouer humblement ses fautes;avouer sa culpabilité et montrer son repentir.;;;;;;;
低首下心;dī shǒu xià xīn; incliner la tête et abaisser son cœur;s’incliner;;;;;;;;;;
掉头不顾;diào tóu bù gù;partir sans même tourner la tête;s'en aller sans se  retourner.;;;;;;;;;;
断头将军;duàn tóu jiāng jūn;général à la tête coupée;général qui préfère la décapitation à la capitulation;général (commandant) qui brave les épreuves et la mort.;;;;;;;;;
点头哈腰;diǎn tóu hā yāo;hocher la tête et s’incliner;s’incliner humblement ;faire des courbettes (des génuflexions) à (devant) quelqu'un;plier son échine sans cesse devant quelqu'un. ;;;;;;;;
点头之交;diǎn tóu zhī jiāo;saluer d’un hochement tête;une personne qu'on ne connaît que vaguement.;;;;;;;;;;
肥头大耳;féi tóu dà ěr;une grosse tête et de grandes oreilles;une personne prospère.;;;;;;;;;;
佛头着粪; fó tóu zhuó fèn;couvrir d'excréments la tête du Bouddha (trad. litt.);profaner les choses saintes;commettre un sacrilège.;;;;;;;;;
俯首帖耳;fǔ shǒu tiē ěr;baisser la tête et tendre l’oreille;se montrer humble et soumis;tête baissée et oreilles basses;courber (plier, tendre) l’échine;;obéir au doigt et à l’œil.;;;;;;
俯首听命;fǔ shǒu tīng mìng;recevoir les ordres la tête baissée;se soumettre à la volonté de quelqu'unfiler doux;se montrer humble et soumis;s’aplatir devant quelqu'un;;obéir au doigt et à l’œil.;;;;;;
